site,name,calm_id,country,area,lat,lon,year,alt_cm,wc_elev,wc_bio1,wc_bio4,wc_bio7,wc_bio12,y,x,ym,tdd,fdd,sqrt_tdd,thaw_months,summer_t,winter_prec,continentality
U11 A,Imnavait Creek  1 km grid,17.0,United States (Alaska),Alaska North Slope,68.6114,-149.3101,2020,52.0,950.0,-10.139,1358.5575,44.19225,246.0,3.9702919135521215,-2270465.8278891724,579160.739611096,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 A,Imnavait Creek  1 km grid,17.0,United States (Alaska),Alaska North Slope,68.6114,-149.3101,2021,48.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8918202981106265,-2270465.8278891724,579160.739611096,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 A,Imnavait Creek  1 km grid,17.0,United States (Alaska),Alaska North Slope,68.6114,-149.3101,2022,48.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8918202981106265,-2270465.8278891724,579160.739611096,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 A,Imnavait Creek  1 km grid,17.0,United States (Alaska),Alaska North Slope,68.6114,-149.3101,2023,54.0,950.0,-10.139,1358.5575,44.19225,246.0,4.007333185232471,-2270465.8278891724,579160.739611096,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 A,Imnavait Creek  1 km grid,17.0,United States (Alaska),Alaska North Slope,68.6114,-149.3101,2024,53.0,950.0,-10.139,1358.5575,44.19225,246.0,3.988984046564274,-2270465.8278891724,579160.739611096,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,1995,53.0,950.0,-10.139,1358.5575,44.19225,246.0,3.988984046564274,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,1996,54.0,950.0,-10.139,1358.5575,44.19225,246.0,4.007333185232471,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,1997,56.0,950.0,-10.139,1358.5575,44.19225,246.0,4.04305126783455,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,1998,54.0,950.0,-10.139,1358.5575,44.19225,246.0,4.007333185232471,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,1999,53.0,950.0,-10.139,1358.5575,44.19225,246.0,3.988984046564274,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2000,45.0,950.0,-10.139,1358.5575,44.19225,246.0,3.828641396489095,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2001,49.0,950.0,-10.139,1358.5575,44.19225,246.0,3.912023005428146,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2002,39.0,950.0,-10.139,1358.5575,44.19225,246.0,3.6888794541139363,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2003,46.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8501476017100584,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2004,51.0,950.0,-10.139,1358.5575,44.19225,246.0,3.951243718581427,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2005,44.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8066624897703196,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2006,49.0,950.0,-10.139,1358.5575,44.19225,246.0,3.912023005428146,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2007,45.0,950.0,-10.139,1358.5575,44.19225,246.0,3.828641396489095,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2008,54.0,950.0,-10.139,1358.5575,44.19225,246.0,4.007333185232471,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2009,58.0,950.0,-10.139,1358.5575,44.19225,246.0,4.07753744390572,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2010,64.0,950.0,-10.139,1358.5575,44.19225,246.0,4.174387269895637,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2011,56.0,950.0,-10.139,1358.5575,44.19225,246.0,4.04305126783455,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2012,51.0,950.0,-10.139,1358.5575,44.19225,246.0,3.951243718581427,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2013,60.0,950.0,-10.139,1358.5575,44.19225,246.0,4.110873864173311,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2014,55.0,950.0,-10.139,1358.5575,44.19225,246.0,4.025351690735149,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2015,55.0,950.0,-10.139,1358.5575,44.19225,246.0,4.025351690735149,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2016,63.0,950.0,-10.139,1358.5575,44.19225,246.0,4.1588830833596715,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2017,57.0,950.0,-10.139,1358.5575,44.19225,246.0,4.060443010546419,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2018,62.0,950.0,-10.139,1358.5575,44.19225,246.0,4.143134726391533,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2019,60.0,950.0,-10.139,1358.5575,44.19225,246.0,4.110873864173311,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2020,48.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8918202981106265,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2021,52.0,950.0,-10.139,1358.5575,44.19225,246.0,3.9702919135521215,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2022,49.0,950.0,-10.139,1358.5575,44.19225,246.0,3.912023005428146,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2023,57.0,950.0,-10.139,1358.5575,44.19225,246.0,4.060443010546419,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 B,Imnavait Creek WET,231.0,United States (Alaska),Alaska North Slope,68.611,-149.3145,2024,57.0,950.0,-10.139,1358.5575,44.19225,246.0,4.060443010546419,-2270464.7687913147,579346.1774918343,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,1995,43.0,950.0,-10.139,1358.5575,44.19225,246.0,3.784189633918261,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,1996,43.0,950.0,-10.139,1358.5575,44.19225,246.0,3.784189633918261,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,1997,47.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8712010109078907,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,1998,46.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8501476017100584,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,1999,47.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8712010109078907,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2000,37.0,950.0,-10.139,1358.5575,44.19225,246.0,3.6375861597263857,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2001,43.0,950.0,-10.139,1358.5575,44.19225,246.0,3.784189633918261,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2002,30.0,950.0,-10.139,1358.5575,44.19225,246.0,3.4339872044851463,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2003,40.0,950.0,-10.139,1358.5575,44.19225,246.0,3.7135720667043075,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2004,42.0,950.0,-10.139,1358.5575,44.19225,246.0,3.7612001156935624,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2005,39.0,950.0,-10.139,1358.5575,44.19225,246.0,3.6888794541139363,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2006,38.0,950.0,-10.139,1358.5575,44.19225,246.0,3.6635616461296463,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2007,41.0,950.0,-10.139,1358.5575,44.19225,246.0,3.737669618283368,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2008,45.0,950.0,-10.139,1358.5575,44.19225,246.0,3.828641396489095,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2009,47.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8712010109078907,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2010,55.0,950.0,-10.139,1358.5575,44.19225,246.0,4.025351690735149,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2011,47.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8712010109078907,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2012,50.0,950.0,-10.139,1358.5575,44.19225,246.0,3.9318256327243257,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2013,53.0,950.0,-10.139,1358.5575,44.19225,246.0,3.988984046564274,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2014,46.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8501476017100584,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2015,54.0,950.0,-10.139,1358.5575,44.19225,246.0,4.007333185232471,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2016,49.0,950.0,-10.139,1358.5575,44.19225,246.0,3.912023005428146,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2017,53.0,950.0,-10.139,1358.5575,44.19225,246.0,3.988984046564274,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2018,47.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8712010109078907,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2019,52.0,950.0,-10.139,1358.5575,44.19225,246.0,3.9702919135521215,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2020,41.0,950.0,-10.139,1358.5575,44.19225,246.0,3.737669618283368,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2021,42.0,950.0,-10.139,1358.5575,44.19225,246.0,3.7612001156935624,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2022,39.0,950.0,-10.139,1358.5575,44.19225,246.0,3.6888794541139363,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2023,45.0,950.0,-10.139,1358.5575,44.19225,246.0,3.828641396489095,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U11 C,Imnavait Creek MAT,230.0,United States (Alaska),Alaska North Slope,68.611,-149.3093,2024,46.0,950.0,-10.139,1358.5575,44.19225,246.0,3.8501476017100584,-2270517.33923169,579140.114260139,992.1716764891137,4692.906676489113,31.498756745133825,4.177631578947369,11.957125000000001,160.40547945205478,3.252880113437959
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,1995,45.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.828641396489095,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,1996,47.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.8712010109078907,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,1997,49.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.912023005428146,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,1998,54.0,837.0,-9.726292,1375.4338,44.9625,245.0,4.007333185232471,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,1999,48.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.8918202981106265,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2000,44.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.8066624897703196,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2001,46.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.8501476017100584,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2002,37.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.6375861597263857,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2003,41.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.737669618283368,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2004,40.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.7135720667043075,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2005,51.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.951243718581427,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2006,48.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.8918202981106265,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2007,51.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.951243718581427,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2008,50.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.9318256327243257,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2009,55.0,837.0,-9.726292,1375.4338,44.9625,245.0,4.025351690735149,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2010,61.0,837.0,-9.726292,1375.4338,44.9625,245.0,4.127134385045092,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2011,55.0,837.0,-9.726292,1375.4338,44.9625,245.0,4.025351690735149,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2012,50.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.9318256327243257,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2013,51.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.951243718581427,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2014,50.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.9318256327243257,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
U12 A,Toolik 1 km grid,18.0,United States (Alaska),Alaska North Slope,68.6215,-149.6063,2015,51.0,837.0,-9.726292,1375.4338,44.9625,245.0,3.951243718581427,-2266346.437166121,590605.1424349498,1085.3755469449598,4635.47212694496,32.94503827505683,4.309210526315789,12.754957999999998,157.06849315068493,3.268968432434303
